t_sec,algo,status,center_deviation_px,angle_deg,time_ms,gt_yaw_deg,gt_x_m,gt_y_m,angle_error_deg,xb_left,xb_right,fpc_left,fpc_right
53.719186,CNN,3,-41.823898,104.889050,4.4304,-154.628914,-4.591859,3.065871,nan,nan,nan,nan,nan
53.796083,CNN,3,-41.945142,105.365850,4.9938,-154.111966,-4.612829,3.055831,nan,nan,nan,nan,nan
53.850980,CNN,3,-41.038026,105.563553,4.4398,-153.941902,-4.619801,3.052442,nan,nan,nan,nan,nan
53.918377,CNN,3,-39.817480,105.705174,4.7299,-153.603479,-4.633717,3.045600,nan,nan,nan,nan,nan
53.986062,CNN,3,-38.198744,105.739601,4.5215,-153.266383,-4.647595,3.038674,nan,nan,nan,nan,nan
54.051803,CNN,3,-36.474093,105.745538,4.3945,-152.929962,-4.661435,3.031666,nan,nan,nan,nan,nan
54.127773,CNN,3,-35.225236,106.002446,5.1523,-152.593521,-4.675236,3.024575,nan,nan,nan,nan,nan
54.182596,CNN,3,-34.162249,106.362666,4.6018,-152.253629,-4.688996,3.017403,nan,nan,nan,nan,nan
54.256402,CNN,3,-32.853850,106.609139,4.4177,-151.911527,-4.702714,3.010148,nan,nan,nan,nan,nan
54.319983,CNN,3,-31.634299,106.928503,5.6581,-151.565555,-4.716390,3.002812,nan,nan,nan,nan,nan
54.383906,CNN,3,-30.384679,107.182891,4.3733,-151.201830,-4.730017,2.995392,nan,nan,nan,nan,nan
54.452816,CNN,3,-29.687574,107.495984,4.7558,-150.827579,-4.743594,2.987886,nan,nan,nan,nan,nan
54.522981,CNN,3,-25.943461,106.913502,4.4261,-150.443534,-4.757119,2.980294,nan,nan,nan,nan,nan
54.589728,CNN,3,-25.123089,107.138773,4.2521,-150.035763,-4.770586,2.972610,nan,nan,nan,nan,nan
54.648937,CNN,3,-23.668638,107.148361,4.8418,-149.614550,-4.783993,2.964832,nan,nan,nan,nan,nan
54.722639,CNN,3,-22.010851,107.082776,4.3874,-149.180403,-4.797337,2.956959,nan,nan,nan,nan,nan
54.788957,CNN,3,-20.382611,106.943573,4.2144,-148.719353,-4.810611,2.948987,nan,nan,nan,nan,nan
54.851371,CNN,3,-19.174185,106.953650,4.8453,-148.243630,-4.823813,2.940911,nan,nan,nan,nan,nan
54.916444,CNN,3,-17.978305,107.036018,4.3664,-148.002631,-4.830387,2.936833,nan,nan,nan,nan,nan
54.985186,CNN,3,-16.901543,107.081122,4.2269,-147.501427,-4.843441,2.928619,nan,nan,nan,nan,nan
55.051554,CNN,3,-15.872892,107.080926,5.6030,-146.984968,-4.856362,2.920328,nan,nan,nan,nan,nan
55.132382,CNN,3,-14.863398,107.102012,4.2808,-146.192103,-4.875511,2.907731,nan,nan,nan,nan,nan
55.183538,CNN,3,-13.861299,107.102134,4.6516,-145.918617,-4.881834,2.903487,nan,nan,nan,nan,nan
55.254453,CNN,3,-12.967835,107.139888,4.4050,-145.363138,-4.894390,2.894926,nan,nan,nan,nan,nan
55.322060,CNN,2,nan,nan,4.2504,-144.800805,-4.906834,2.886265,nan,nan,nan,nan,nan
55.391644,CNN,3,-9.147918,105.821933,4.9269,-144.216295,-4.919161,2.877500,nan,nan,nan,nan,nan
55.456650,CNN,2,nan,nan,4.4053,-143.616692,-4.931372,2.868627,nan,nan,nan,nan,nan
55.520414,CNN,2,nan,nan,4.2306,-143.008616,-4.943469,2.859642,nan,nan,nan,nan,nan
55.587040,CNN,2,nan,nan,4.8500,-142.383494,-4.955408,2.850573,nan,nan,nan,nan,nan
55.654112,CNN,2,nan,nan,4.3989,-141.749262,-4.967182,2.841423,nan,nan,nan,nan,nan
55.718029,CNN,2,nan,nan,4.3318,-141.110490,-4.978803,2.832186,nan,nan,nan,nan,nan
55.784421,CNN,2,nan,nan,4.8554,-140.463555,-4.990275,2.822853,nan,nan,nan,nan,nan
55.852051,CNN,2,nan,nan,4.2319,-139.812412,-5.001605,2.813422,nan,nan,nan,nan,nan
55.918222,CNN,2,nan,nan,4.6846,-139.158555,-5.012798,2.803888,nan,nan,nan,nan,nan
55.990654,CNN,3,5.985076,84.771328,4.3851,-138.496172,-5.023853,2.794249,nan,nan,nan,nan,nan
56.050973,CNN,2,nan,nan,4.5274,-137.829115,-5.034776,2.784501,nan,nan,nan,nan,nan
56.117030,CNN,2,nan,nan,5.2126,-137.158279,-5.045566,2.774643,nan,nan,nan,nan,nan
56.194207,CNN,2,nan,nan,4.3660,-136.477281,-5.056222,2.764674,nan,nan,nan,nan,nan
56.257022,CNN,2,nan,nan,4.2035,-135.790760,-5.066745,2.754592,nan,nan,nan,nan,nan
56.318023,CNN,2,nan,nan,5.2299,-135.095674,-5.077135,2.744397,nan,nan,nan,nan,nan
56.391197,CNN,2,nan,nan,4.2211,-134.373680,-5.087381,2.734091,nan,nan,nan,nan,nan
56.457390,CNN,2,nan,nan,4.3229,-133.636893,-5.097482,2.723669,nan,nan,nan,nan,nan
56.528543,CNN,2,nan,nan,4.6058,-132.884679,-5.107435,2.713133,nan,nan,nan,nan,nan
56.588531,CNN,2,nan,nan,4.3261,-132.100780,-5.117228,2.702483,nan,nan,nan,nan,nan
56.654512,CNN,2,nan,nan,4.7899,-131.701988,-5.122063,2.697114,nan,nan,nan,nan,nan
56.723293,CNN,2,nan,nan,4.4289,-130.480933,-5.136324,2.680830,nan,nan,nan,nan,nan
56.788977,CNN,2,nan,nan,4.2072,-130.056662,-5.140990,2.675344,nan,nan,nan,nan,nan
56.854879,CNN,2,nan,nan,4.8854,-129.191393,-5.150185,2.664285,nan,nan,nan,nan,nan
56.920779,CNN,2,nan,nan,4.3927,-128.313166,-5.159197,2.653105,nan,nan,nan,nan,nan
56.997799,CNN,2,nan,nan,4.3079,-126.972195,-5.172251,2.636256,nan,nan,nan,nan,nan
57.053455,CNN,2,nan,nan,5.6523,-126.523389,-5.176473,2.630627,nan,nan,nan,nan,nan
57.128350,CNN,2,nan,nan,4.2917,-125.626440,-5.184734,2.619338,nan,nan,nan,nan,nan
57.193290,CNN,3,0.211223,104.386342,4.7280,-124.732973,-5.192764,2.607998,nan,nan,nan,nan,nan
57.253256,CNN,3,-0.104899,104.241768,4.4761,-123.843277,-5.200573,2.596598,nan,nan,nan,nan,nan
57.320691,CNN,3,-0.110416,103.853907,4.2841,-122.957035,-5.208169,2.585131,nan,nan,nan,nan,nan
57.385678,CNN,3,-0.703313,103.961772,5.2501,-122.073818,-5.215560,2.573593,nan,nan,nan,nan,nan
57.451967,CNN,3,-1.432739,103.825859,4.4386,-121.193190,-5.222749,2.561978,nan,nan,nan,nan,nan
57.519405,CNN,3,-2.107689,103.647255,4.2939,-120.316138,-5.229740,2.550283,nan,nan,nan,nan,nan
57.587367,CNN,3,-2.608317,103.415421,5.2526,-119.452072,-5.236542,2.538505,nan,nan,nan,nan,nan
57.658892,CNN,3,-3.003659,103.158358,4.2693,-118.596255,-5.243156,2.526642,nan,nan,nan,nan,nan
57.719640,CNN,3,-3.474981,102.912282,4.3094,-117.752244,-5.249585,2.514693,nan,nan,nan,nan,nan
57.792721,CNN,3,-3.631761,102.447777,4.6137,-116.937570,-5.255842,2.502653,nan,nan,nan,nan,nan
57.855602,CNN,3,-3.880635,101.992030,4.3143,-116.138836,-5.261928,2.490527,nan,nan,nan,nan,nan
57.931523,CNN,3,-4.424195,101.637023,5.1402,-115.360069,-5.267845,2.478312,nan,nan,nan,nan,nan
57.992403,CNN,3,-5.151454,101.398128,4.4504,-114.619343,-5.273606,2.466008,nan,nan,nan,nan,nan
58.059147,CNN,3,-5.688320,101.110779,4.3080,-113.898346,-5.279215,2.453621,nan,nan,nan,nan,nan
58.132699,CNN,3,-6.128893,100.798690,4.9465,-113.202363,-5.284673,2.441151,nan,nan,nan,nan,nan
58.189700,CNN,3,-6.507644,100.494414,4.4017,-112.547730,-5.289992,2.428597,nan,nan,nan,nan,nan
58.258129,CNN,3,-6.834217,100.251423,4.2791,-111.914061,-5.295177,2.415967,nan,nan,nan,nan,nan
58.323689,CNN,3,-7.320157,100.166992,5.3917,-111.602513,-5.297718,2.409625,nan,nan,nan,nan,nan
58.392738,CNN,3,-7.966586,100.154397,4.3041,-110.704442,-5.305152,2.390494,nan,nan,nan,nan,nan
58.458377,CNN,3,-8.876268,100.174402,4.2482,-110.411640,-5.307567,2.384085,nan,nan,nan,nan,nan
58.521918,CNN,3,-7.495117,99.526542,4.2454,-109.831694,-5.312300,2.371219,nan,nan,nan,nan,nan
58.589116,CNN,3,-8.948731,99.630573,4.2743,-109.264272,-5.316910,2.358295,nan,nan,nan,nan,nan
58.656764,CNN,3,-9.475754,99.507202,4.3361,-108.704287,-5.321395,2.345314,nan,nan,nan,nan,nan
58.732487,CNN,3,-9.747321,99.309045,4.2683,-108.149567,-5.325756,2.332281,nan,nan,nan,nan,nan
58.794192,CNN,3,-9.914186,99.076874,4.2403,-107.608780,-5.329997,2.319195,nan,nan,nan,nan,nan
58.861427,CNN,3,-10.086774,98.845330,4.2733,-107.076208,-5.334117,2.306061,nan,nan,nan,nan,nan
58.925591,CNN,3,-10.319071,98.653688,4.2414,-106.547671,-5.338118,2.292882,nan,nan,nan,nan,nan
59.002228,CNN,3,-10.434003,98.399511,4.2487,-106.019034,-5.341998,2.279661,nan,nan,nan,nan,nan
59.056930,CNN,3,-10.734063,98.227159,4.3155,-105.490003,-5.345758,2.266399,nan,nan,nan,nan,nan
59.138783,CNN,3,-11.136479,98.062087,4.2806,-104.956959,-5.349401,2.253087,nan,nan,nan,nan,nan
59.193256,CNN,3,-11.486314,97.823327,4.2718,-104.404821,-5.352946,2.239629,nan,nan,nan,nan,nan
59.254570,CNN,3,-11.898414,97.592742,4.3746,-103.839794,-5.356388,2.226029,nan,nan,nan,nan,nan
59.329595,CNN,3,-12.370320,97.339612,4.2443,-103.266037,-5.359719,2.212297,nan,nan,nan,nan,nan
59.412015,CNN,3,-12.851235,97.063076,4.2414,-102.683348,-5.362942,2.198401,nan,nan,nan,nan,nan
59.456960,CNN,3,-13.610031,96.909164,4.2985,-102.093928,-5.366049,2.184358,nan,nan,nan,nan,nan
59.529426,CNN,3,-13.847877,96.515564,4.2313,-101.499167,-5.369030,2.170189,nan,nan,nan,nan,nan
59.594534,CNN,3,-12.956394,95.797480,4.2533,-100.899475,-5.371879,2.155912,nan,nan,nan,nan,nan
59.656750,CNN,3,-14.612205,95.751855,5.0129,-100.296228,-5.374589,2.141541,nan,nan,nan,nan,nan
59.725202,CNN,3,-15.407391,95.463152,4.2442,-99.694054,-5.377158,2.127090,nan,nan,nan,nan,nan
59.796952,CNN,3,-16.163674,95.157344,4.2383,-99.100231,-5.379583,2.112565,nan,nan,nan,nan,nan
59.863091,CNN,3,-16.881343,94.840760,4.2750,-98.510265,-5.381864,2.097978,nan,nan,nan,nan,nan
59.927245,CNN,3,-17.696093,94.522171,4.2461,-97.930186,-5.384000,2.083335,nan,nan,nan,nan,nan
59.994505,CNN,3,-18.476159,94.215552,4.2921,-97.369339,-5.385994,2.068639,nan,nan,nan,nan,nan
60.060686,CNN,3,-19.234953,93.909025,4.3286,-97.092637,-5.386938,2.061274,nan,nan,nan,nan,nan
60.127341,CNN,3,-20.064570,93.616125,4.3592,-96.545309,-5.388722,2.046512,nan,nan,nan,nan,nan
60.199823,CNN,3,-20.903407,93.354435,4.2340,-95.783743,-5.391149,2.024289,nan,nan,nan,nan,nan
60.261298,CNN,3,-21.679277,93.075151,4.2588,-95.539428,-5.391894,2.016863,nan,nan,nan,nan,nan
60.326792,CNN,3,-22.433150,92.809248,4.3464,-95.062160,-5.393288,2.001986,nan,nan,nan,nan,nan
60.394574,CNN,3,-23.290893,92.600811,4.3128,-94.633256,-5.394569,1.987072,nan,nan,nan,nan,nan
60.462037,CNN,3,-24.076274,92.442214,4.2740,-94.233663,-5.395742,1.972127,nan,nan,nan,nan,nan
60.531943,CNN,3,-24.491678,92.170935,4.2523,-93.854129,-5.396811,1.957156,nan,nan,nan,nan,nan
60.595708,CNN,3,-24.889326,91.894554,4.2695,-93.518262,-5.397790,1.942156,nan,nan,nan,nan,nan
60.661272,CNN,3,-25.597105,91.788262,4.7777,-93.207781,-5.398684,1.927132,nan,nan,nan,nan,nan
60.732720,CNN,3,-26.096522,91.632856,4.2376,-92.916091,-5.399497,1.912088,nan,nan,nan,nan,nan
60.796035,CNN,3,-26.562325,91.482922,4.2619,-92.662464,-5.400240,1.897022,nan,nan,nan,nan,nan
60.861423,CNN,3,-26.931337,91.346721,4.3814,-92.430390,-5.400919,1.881939,nan,nan,nan,nan,nan
60.923253,CNN,3,-27.225828,91.188376,4.3086,-92.213728,-5.401538,1.866840,nan,nan,nan,nan,nan
60.999446,CNN,3,-27.704787,91.124723,4.2809,-92.020966,-5.402104,1.851726,nan,nan,nan,nan,nan
61.063165,CNN,3,-27.861104,90.989878,4.5824,-91.841030,-5.402620,1.836599,nan,nan,nan,nan,nan
61.124292,CNN,3,-28.326459,90.956542,4.2878,-91.667684,-5.403090,1.821462,nan,nan,nan,nan,nan
61.195982,CNN,3,-28.577375,90.839727,5.1064,-91.497718,-5.403515,1.806315,nan,nan,nan,nan,nan
61.261781,CNN,3,-28.829808,90.734654,4.3759,-91.329440,-5.403895,1.791161,nan,nan,nan,nan,nan
61.326427,CNN,3,-29.280691,90.698391,4.6089,-91.162210,-5.404231,1.776012,nan,nan,nan,nan,nan
61.399214,CNN,3,-29.394933,90.488977,5.7954,-90.996130,-5.404522,1.760920,nan,nan,nan,nan,nan
61.466822,CNN,3,-29.871700,90.490358,4.3339,-90.830906,-5.404768,1.745879,nan,nan,nan,nan,nan
61.527518,CNN,3,-30.089747,90.340100,4.7355,-90.666312,-5.404970,1.730880,nan,nan,nan,nan,nan
61.597123,CNN,3,-30.652691,90.281712,4.5664,-90.502184,-5.405128,1.715916,nan,nan,nan,nan,nan
61.662739,CNN,3,-31.009597,90.252452,4.3308,-90.338417,-5.405244,1.700981,nan,nan,nan,nan,nan
61.729749,CNN,3,-31.428345,90.112206,4.9248,-90.174912,-5.405316,1.686070,nan,nan,nan,nan,nan
61.792086,CNN,3,-31.812819,89.990234,4.3716,-90.093238,-5.405337,1.678622,nan,nan,nan,nan,nan
61.861822,CNN,3,-32.124843,89.868474,4.3586,-89.930016,-5.405346,1.663739,nan,nan,nan,nan,nan
61.928850,CNN,3,-32.813278,89.920557,5.8448,-89.766935,-5.405312,1.648870,nan,nan,nan,nan,nan
61.996406,CNN,3,-33.044291,89.715749,4.2907,-89.603970,-5.405237,1.634014,nan,nan,nan,nan,nan
62.057931,CNN,3,-33.534497,89.588923,4.3621,-89.441108,-5.405119,1.619167,nan,nan,nan,nan,nan
62.126616,CNN,3,-34.150897,89.565528,4.3667,-89.278293,-5.404959,1.604326,nan,nan,nan,nan,nan
62.203851,CNN,3,-34.352243,89.384895,4.3036,-89.114987,-5.404756,1.589438,nan,nan,nan,nan,nan
62.262286,CNN,3,-35.208532,89.395049,4.9493,-88.951120,-5.404510,1.574497,nan,nan,nan,nan,nan
62.331630,CNN,3,-35.666529,89.272140,4.4918,-88.786802,-5.404220,1.559514,nan,nan,nan,nan,nan
62.395897,CNN,3,-35.956284,89.102825,4.3227,-88.622119,-5.403887,1.544497,nan,nan,nan,nan,nan
62.459960,CNN,3,-36.624067,89.013177,5.1432,-88.457129,-5.403509,1.529451,nan,nan,nan,nan,nan
62.524754,CNN,3,-37.046105,88.846843,4.3371,-88.297356,-5.403085,1.514382,nan,nan,nan,nan,nan
62.604347,CNN,3,-37.551617,88.759320,4.3112,-88.162368,-5.402624,1.499291,nan,nan,nan,nan,nan
62.668982,CNN,3,-38.088749,88.709008,5.1143,-88.041380,-5.402128,1.484184,nan,nan,nan,nan,nan
62.729182,CNN,3,-38.419978,88.541553,4.3094,-87.932613,-5.401599,1.469062,nan,nan,nan,nan,nan
62.792928,CNN,3,-38.902211,88.520862,5.3138,-87.846713,-5.401044,1.453927,nan,nan,nan,nan,nan
62.860987,CNN,3,-39.245450,88.433239,4.4850,-87.773301,-5.400468,1.438781,nan,nan,nan,nan,nan
62.935133,CNN,3,-39.560951,88.381118,4.3034,-87.710589,-5.399871,1.423625,nan,nan,nan,nan,nan
63.008241,CNN,3,-39.709912,88.248178,4.8744,-87.664509,-5.399260,1.408460,nan,nan,nan,nan,nan
63.066304,CNN,3,-40.111647,88.230481,4.4289,-87.627341,-5.398638,1.393288,nan,nan,nan,nan,nan
63.132975,CNN,3,-40.504010,88.226425,4.2825,-87.599697,-5.398005,1.378109,nan,nan,nan,nan,nan
63.204211,CNN,3,-40.716437,88.197603,5.5842,-87.587832,-5.397367,1.362925,nan,nan,nan,nan,nan
63.268786,CNN,3,-40.996220,88.206887,4.3262,-87.580058,-5.396727,1.347736,nan,nan,nan,nan,nan
63.334556,CNN,3,-41.140496,88.154221,4.7931,-87.580207,-5.396084,1.332544,nan,nan,nan,nan,nan
63.394910,CNN,3,-41.261852,88.116740,4.4204,-87.586340,-5.395763,1.324947,nan,nan,nan,nan,nan
63.464075,CNN,3,-41.456236,88.116114,4.3086,-87.613242,-5.394806,1.302152,nan,nan,nan,nan,nan
63.529976,CNN,3,-41.557226,88.094811,4.9059,-87.624303,-5.394489,1.294552,nan,nan,nan,nan,nan
63.598168,CNN,3,-41.682925,88.098419,4.3985,-87.655805,-5.393862,1.279351,nan,nan,nan,nan,nan
63.662931,CNN,3,-41.753068,88.089391,4.3507,-87.693754,-5.393243,1.264148,nan,nan,nan,nan,nan
63.739281,CNN,3,-41.928382,88.161055,5.7434,-87.761265,-5.392334,1.241339,nan,nan,nan,nan,nan
63.799628,CNN,3,-42.018335,88.158216,4.3391,-87.788569,-5.392038,1.233735,nan,nan,nan,nan,nan
63.860879,CNN,3,-42.111330,88.174655,4.8407,-87.847265,-5.391456,1.218526,nan,nan,nan,nan,nan
63.930186,CNN,3,-42.280655,88.271958,4.4505,-87.909565,-5.390890,1.203314,nan,nan,nan,nan,nan
64.006936,CNN,3,-42.281809,88.301405,4.2746,-87.975997,-5.390341,1.188101,nan,nan,nan,nan,nan
64.070348,CNN,3,-42.237590,88.309065,4.9404,-88.044774,-5.389810,1.172886,nan,nan,nan,nan,nan
64.137519,CNN,3,-42.243219,88.327912,4.4435,-88.115510,-5.389297,1.157670,nan,nan,nan,nan,nan
64.196866,CNN,3,-42.296822,88.390602,4.3769,-88.190550,-5.388803,1.142452,nan,nan,nan,nan,nan
64.264856,CNN,3,-42.352364,88.471280,5.9710,-88.268017,-5.388330,1.127234,nan,nan,nan,nan,nan
64.342208,CNN,3,-42.257917,88.473114,4.2715,-88.347340,-5.387877,1.112015,nan,nan,nan,nan,nan
64.396354,CNN,3,-42.046225,88.452917,5.0877,-88.429731,-5.387445,1.096795,nan,nan,nan,nan,nan
64.463688,CNN,3,-42.025150,88.534031,4.3707,-88.513782,-5.387036,1.081575,nan,nan,nan,nan,nan
64.530702,CNN,3,-42.125766,88.650317,4.2131,-88.598687,-5.386649,1.066354,nan,nan,nan,nan,nan
64.596909,CNN,3,-42.140532,88.700060,4.9882,-88.684028,-5.386285,1.051131,nan,nan,nan,nan,nan
64.666522,CNN,3,-42.043613,88.774254,4.4027,-88.769588,-5.385943,1.035908,nan,nan,nan,nan,nan
64.732004,CNN,3,-41.898578,88.797095,4.3000,-88.854843,-5.385625,1.020685,nan,nan,nan,nan,nan
64.799769,CNN,3,-41.874243,88.839300,6.0692,-88.938980,-5.385328,1.005460,nan,nan,nan,nan,nan
64.864169,CNN,3,-42.020945,89.015435,4.4005,-89.022548,-5.385054,0.990235,nan,nan,nan,nan,nan
64.934762,CNN,3,-41.601983,88.945563,4.8814,-89.105834,-5.384803,0.975008,nan,nan,nan,nan,nan
64.999613,CNN,3,-41.422595,88.954783,4.4577,-89.188988,-5.384573,0.959782,nan,nan,nan,nan,nan
65.066981,CNN,3,-41.576352,89.152528,4.2966,-89.272085,-5.384365,0.944555,nan,nan,nan,nan,nan
65.135992,CNN,3,-41.453117,89.171386,4.8960,-89.355161,-5.384180,0.929328,nan,nan,nan,nan,nan
65.205179,CNN,3,-41.360644,89.206658,4.4203,-89.438225,-5.384016,0.914101,nan,nan,nan,nan,nan
65.271122,CNN,3,-41.027310,89.253067,4.2453,-89.521276,-5.383875,0.898874,nan,nan,nan,nan,nan
65.338977,CNN,3,-40.983141,89.318060,6.0220,-89.604309,-5.383755,0.883646,nan,nan,nan,nan,nan
65.401287,CNN,3,-40.757646,89.339385,4.3029,-89.645816,-5.383704,0.876033,nan,nan,nan,nan,nan
65.468813,CNN,3,-40.980410,89.522982,4.4269,-89.728810,-5.383617,0.860805,nan,nan,nan,nan,nan
65.535170,CNN,3,-40.470177,89.485524,4.4637,-89.812230,-5.383553,0.845578,nan,nan,nan,nan,nan
65.601598,CNN,3,-40.237996,89.482717,4.2169,-89.898041,-5.383511,0.830350,nan,nan,nan,nan,nan
65.669473,CNN,3,-40.223969,89.643624,4.9409,-89.985233,-5.383493,0.815122,nan,nan,nan,nan,nan
65.735672,CNN,3,-40.018348,89.678449,4.4205,-90.073718,-5.383497,0.799894,nan,nan,nan,nan,nan
65.805100,CNN,3,-39.642113,89.684152,4.3382,-90.165008,-5.383525,0.784666,nan,nan,nan,nan,nan
65.871014,CNN,3,-39.465832,89.804154,5.3140,-90.257860,-5.383578,0.769438,nan,nan,nan,nan,nan
65.935630,CNN,3,-39.188397,89.795439,4.2875,-90.352384,-5.383655,0.754210,nan,nan,nan,nan,nan
66.000528,CNN,3,-39.209410,90.016479,4.2944,-90.449725,-5.383758,0.738982,nan,nan,nan,nan,nan
66.067121,CNN,3,-38.466027,89.866270,5.2338,-90.548538,-5.383887,0.723754,nan,nan,nan,nan,nan
66.132613,CNN,3,-38.544709,90.097913,4.3788,-90.648610,-5.384042,0.708527,nan,nan,nan,nan,nan
66.204673,CNN,3,-38.221232,90.109326,4.7533,-90.750240,-5.384224,0.693301,nan,nan,nan,nan,nan
66.270987,CNN,3,-37.689009,90.162347,4.4598,-90.852657,-5.384433,0.678075,nan,nan,nan,nan,nan
66.333231,CNN,3,-37.631605,90.257351,4.3433,-90.955471,-5.384670,0.662849,nan,nan,nan,nan,nan
66.403960,CNN,3,-37.034669,90.305214,4.9313,-91.058478,-5.384933,0.647624,nan,nan,nan,nan,nan
66.467937,CNN,3,-36.870173,90.405052,4.4586,-91.161576,-5.385224,0.632399,nan,nan,nan,nan,nan
66.533965,CNN,3,-36.415543,90.443199,4.3617,-91.264711,-5.385543,0.617175,nan,nan,nan,nan,nan
66.603692,CNN,3,-36.168663,90.579275,5.8314,-91.367869,-5.385889,0.601951,nan,nan,nan,nan,nan
66.673126,CNN,3,-35.585858,90.553836,4.3415,-91.471050,-5.386262,0.586727,nan,nan,nan,nan,nan
66.740598,CNN,3,-35.396284,90.702061,5.1126,-91.574258,-5.386663,0.571504,nan,nan,nan,nan,nan
66.799366,CNN,3,-34.793387,90.701180,4.7301,-91.625874,-5.386874,0.563893,nan,nan,nan,nan,nan
66.874247,CNN,3,-34.432535,90.786028,4.3064,-91.780770,-5.387547,0.541061,nan,nan,nan,nan,nan
66.937464,CNN,3,-34.117556,90.892460,5.2691,-91.884068,-5.388030,0.525840,nan,nan,nan,nan,nan
67.004559,CNN,3,-33.642844,90.968113,4.5614,-91.987384,-5.388540,0.510621,nan,nan,nan,nan,nan
67.071390,CNN,3,-32.988394,90.936606,4.8042,-92.039044,-5.388806,0.503011,nan,nan,nan,nan,nan
67.137164,CNN,3,-32.703681,91.089023,4.9410,-92.142362,-5.389357,0.487793,nan,nan,nan,nan,nan
67.201769,CNN,3,-32.052900,91.092667,4.2587,-92.245666,-5.389936,0.472577,nan,nan,nan,nan,nan
67.271826,CNN,3,-31.700205,91.202502,5.0505,-92.348945,-5.390543,0.457361,nan,nan,nan,nan,nan
67.337440,CNN,3,-31.153790,91.241790,4.4597,-92.451957,-5.391177,0.442147,nan,nan,nan,nan,nan
67.401582,CNN,3,-30.600147,91.283497,4.4524,-92.552539,-5.391838,0.426933,nan,nan,nan,nan,nan
67.471621,CNN,3,-30.046714,91.359910,5.4004,-92.651616,-5.392525,0.411721,nan,nan,nan,nan,nan
67.540840,CNN,3,-29.558074,91.418928,4.4140,-92.743297,-5.393240,0.396509,nan,nan,nan,nan,nan
67.601125,CNN,3,-29.024745,91.442487,4.3463,-92.812987,-5.393976,0.381298,nan,nan,nan,nan,nan
67.667512,CNN,3,-28.748925,91.561337,4.9095,-92.871028,-5.394729,0.366087,nan,nan,nan,nan,nan
67.731673,CNN,3,-28.204885,91.539501,4.2840,-92.909987,-5.395498,0.350877,nan,nan,nan,nan,nan
67.808599,CNN,3,-27.842083,91.562468,4.8750,-92.909442,-5.396272,0.335669,nan,nan,nan,nan,nan
67.871946,CNN,3,-27.412314,91.497654,4.4825,-92.889614,-5.397042,0.320464,nan,nan,nan,nan,nan
67.935477,CNN,3,-27.309828,91.530905,4.2974,-92.848169,-5.397808,0.305260,nan,nan,nan,nan,nan
68.007202,CNN,3,-27.145718,91.481189,5.1011,-92.772463,-5.398557,0.290059,nan,nan,nan,nan,nan
68.082621,CNN,3,-27.020802,91.418539,4.4850,-92.679512,-5.399285,0.274859,nan,nan,nan,nan,nan
68.138540,CNN,3,-27.052812,91.383419,4.3498,-92.566094,-5.399987,0.259661,nan,nan,nan,nan,nan
68.205018,CNN,3,-27.133164,91.322775,5.3649,-92.426734,-5.400655,0.244465,nan,nan,nan,nan,nan
68.268699,CNN,3,-27.291951,91.241041,4.3042,-92.274307,-5.401284,0.229272,nan,nan,nan,nan,nan
68.337045,CNN,3,-27.508617,91.178631,4.3965,-92.115038,-5.401873,0.214079,nan,nan,nan,nan,nan
68.410173,CNN,3,-27.792458,91.120277,4.5119,-91.952192,-5.402418,0.198888,nan,nan,nan,nan,nan
68.471056,CNN,3,-27.838704,90.959625,4.2862,-91.787482,-5.402920,0.183696,nan,nan,nan,nan,nan
68.540711,CNN,3,-28.324369,90.939564,4.9008,-91.621818,-5.403379,0.168505,nan,nan,nan,nan,nan
68.609627,CNN,3,-28.573957,90.828931,4.4201,-91.455675,-5.403793,0.153314,nan,nan,nan,nan,nan
68.671605,CNN,3,-28.800577,90.737939,4.3126,-91.372508,-5.403984,0.145719,nan,nan,nan,nan,nan
68.739972,CNN,3,-29.284559,90.721171,5.2520,-91.123170,-5.404489,0.122962,nan,nan,nan,nan,nan
68.809420,CNN,3,-29.325463,90.493032,4.3515,-90.957677,-5.404769,0.107864,nan,nan,nan,nan,nan
68.871093,CNN,3,-29.867627,90.504715,4.8921,-90.875142,-5.404892,0.100335,nan,nan,nan,nan,nan
68.938930,CNN,3,-30.129126,90.353060,4.9898,-90.710435,-5.405106,0.085312,nan,nan,nan,nan,nan
69.008258,CNN,3,-30.531597,90.250236,4.2792,-90.546137,-5.405276,0.070328,nan,nan,nan,nan,nan
69.076335,CNN,3,-31.111854,90.297630,4.9568,-90.382167,-5.405403,0.055376,nan,nan,nan,nan,nan
69.136218,CNN,3,-31.268884,90.088848,4.4541,-90.218461,-5.405488,0.040451,nan,nan,nan,nan,nan
69.201544,CNN,3,-31.849802,90.016018,4.7294,-90.054967,-5.405529,0.025548,nan,nan,nan,nan,nan
69.268000,CNN,3,-32.055307,89.827900,5.1101,-89.891647,-5.405528,0.010662,nan,nan,nan,nan,nan
69.334396,CNN,3,-32.736872,89.905261,4.4414,-89.735838,-5.405484,-0.004209,nan,nan,nan,nan,nan
69.414149,CNN,3,-32.996338,89.733396,4.2324,-89.602122,-5.405403,-0.019069,nan,nan,nan,nan,nan
69.472458,CNN,3,-33.502807,89.694014,4.3233,-89.480047,-5.405288,-0.033921,nan,nan,nan,nan,nan
69.535191,CNN,3,-33.731426,89.590138,4.3040,-89.377499,-5.405142,-0.048767,nan,nan,nan,nan,nan
